Passenger_Name__c,Title__c,Survived__c,Travel_Class__c,Sex__c,Age__c,Age_Group__c,Port_of_Embarkation__c,Fare__c,Fare_Category__c,Deck__c,Cabin__c,Ticket_Number__c,Siblings_Spouses__c,Parents_Children__c,Family_Group__c,Had_Lifeboat__c,Lifeboat__c,Home_Destination__c
"Petroff, Mr. Nedelio",Mr,No,Third,Male,19,Teen,Southampton,7.8958,Budget,Unknown,,349212,0,0,Solo,No,,
"Petroff, Mr. Pastcho (""Pentcho"")",Mr,No,Third,Male,,Unknown,Southampton,7.8958,Budget,Unknown,,349215,0,0,Solo,No,,
"Petterson, Mr. Johan Emil",Mr,No,Third,Male,25,Young Adult,Southampton,7.7750,Budget,Unknown,,347076,1,0,Small Family,No,,
"Pettersson, Miss. Ellen Natalia",Miss,No,Third,Female,18,Teen,Southampton,7.7750,Budget,Unknown,,347087,0,0,Solo,No,,
"Pickard, Mr. Berk (Berk Trembisky)",Mr,Yes,Third,Male,32,Young Adult,Southampton,8.0500,Budget,E,E10,SOTON/O.Q. 392078,0,0,Solo,Yes,9,
"Plotcharsky, Mr. Vasil",Mr,No,Third,Male,,Unknown,Southampton,7.8958,Budget,Unknown,,349227,0,0,Solo,No,,
"Pokrnic, Mr. Mate",Mr,No,Third,Male,17,Teen,Southampton,8.6625,Budget,Unknown,,315095,0,0,Solo,No,,
"Pokrnic, Mr. Tome",Mr,No,Third,Male,24,Young Adult,Southampton,8.6625,Budget,Unknown,,315092,0,0,Solo,No,,
"Radeff, Mr. Alexander",Mr,No,Third,Male,,Unknown,Southampton,7.8958,Budget,Unknown,,349223,0,0,Solo,No,,
"Rasmussen, Mrs. (Lena Jacobsen Solvang)",Mrs,No,Third,Female,,Unknown,Southampton,8.1125,Budget,Unknown,,65305,0,0,Solo,No,,
"Razi, Mr. Raihed",Mr,No,Third,Male,,Unknown,Cherbourg,7.2292,Budget,Unknown,,2629,0,0,Solo,No,,
"Reed, Mr. James George",Mr,No,Third,Male,,Unknown,Southampton,7.2500,Budget,Unknown,,362316,0,0,Solo,No,,
"Rekic, Mr. Tido",Mr,No,Third,Male,38,Middle Aged,Southampton,7.8958,Budget,Unknown,,349249,0,0,Solo,No,,
"Reynolds, Mr. Harold J",Mr,No,Third,Male,21,Young Adult,Southampton,8.0500,Budget,Unknown,,342684,0,0,Solo,No,,
"Rice, Master. Albert",Master,No,Third,Male,10,Child,Queenstown,29.1250,Standard,Unknown,,382652,4,1,Large Family,No,,
"Rice, Master. Arthur",Master,No,Third,Male,4,Child,Queenstown,29.1250,Standard,Unknown,,382652,4,1,Large Family,No,,
"Rice, Master. Eric",Master,No,Third,Male,7,Child,Queenstown,29.1250,Standard,Unknown,,382652,4,1,Large Family,No,,
"Rice, Master. Eugene",Master,No,Third,Male,2,Child,Queenstown,29.1250,Standard,Unknown,,382652,4,1,Large Family,No,,
"Rice, Master. George Hugh",Master,No,Third,Male,8,Child,Queenstown,29.1250,Standard,Unknown,,382652,4,1,Large Family,No,,
"Rice, Mrs. William (Margaret Norton)",Mrs,No,Third,Female,39,Middle Aged,Queenstown,29.1250,Standard,Unknown,,382652,0,5,Large Family,No,,
"Riihivouri, Miss. Susanna Juhantytar ""Sanni""",Miss,No,Third,Female,22,Young Adult,Southampton,39.6875,Premium,Unknown,,3101295,0,0,Solo,No,,
"Rintamaki, Mr. Matti",Mr,No,Third,Male,35,Young Adult,Southampton,7.1250,Budget,Unknown,,STON/O 2. 3101273,0,0,Solo,No,,
"Riordan, Miss. Johanna ""Hannah""",Miss,Yes,Third,Female,,Unknown,Queenstown,7.7208,Budget,Unknown,,334915,0,0,Solo,Yes,13,
"Risien, Mr. Samuel Beard",Mr,No,Third,Male,,Unknown,Southampton,14.5000,Standard,Unknown,,364498,0,0,Solo,No,,
"Risien, Mrs. Samuel (Emma)",Mrs,No,Third,Female,,Unknown,Southampton,14.5000,Standard,Unknown,,364498,0,0,Solo,No,,
"Robins, Mr. Alexander A",Mr,No,Third,Male,50,Middle Aged,Southampton,14.5000,Standard,Unknown,,A/5. 3337,1,0,Small Family,No,,
"Robins, Mrs. Alexander A (Grace Charity Laury)",Mrs,No,Third,Female,47,Middle Aged,Southampton,14.5000,Standard,Unknown,,A/5. 3337,1,0,Small Family,No,,
"Rogers, Mr. William John",Mr,No,Third,Male,,Unknown,Southampton,8.0500,Budget,Unknown,,S.C./A.4. 23567,0,0,Solo,No,,
"Rommetvedt, Mr. Knud Paust",Mr,No,Third,Male,,Unknown,Southampton,7.7750,Budget,Unknown,,312993,0,0,Solo,No,,
"Rosblom, Miss. Salli Helena",Miss,No,Third,Female,2,Child,Southampton,20.2125,Standard,Unknown,,370129,1,1,Small Family,No,,
"Rosblom, Mr. Viktor Richard",Mr,No,Third,Male,18,Teen,Southampton,20.2125,Standard,Unknown,,370129,1,1,Small Family,No,,
"Rosblom, Mrs. Viktor (Helena Wilhelmina)",Mrs,No,Third,Female,41,Middle Aged,Southampton,20.2125,Standard,Unknown,,370129,0,2,Small Family,No,,
"Roth, Miss. Sarah A",Miss,Yes,Third,Female,,Unknown,Southampton,8.0500,Budget,Unknown,,342712,0,0,Solo,Yes,C,
"Rouse, Mr. Richard Henry",Mr,No,Third,Male,50,Middle Aged,Southampton,8.0500,Budget,Unknown,,A/5 3594,0,0,Solo,No,,
"Rush, Mr. Alfred George John",Mr,No,Third,Male,16,Teen,Southampton,8.0500,Budget,Unknown,,A/4. 20589,0,0,Solo,No,,
"Ryan, Mr. Edward",Mr,Yes,Third,Male,,Unknown,Queenstown,7.7500,Budget,Unknown,,383162,0,0,Solo,Yes,14,
"Ryan, Mr. Patrick",Mr,No,Third,Male,,Unknown,Queenstown,24.1500,Standard,Unknown,,371110,0,0,Solo,No,,
"Saad, Mr. Amin",Mr,No,Third,Male,,Unknown,Cherbourg,7.2292,Budget,Unknown,,2671,0,0,Solo,No,,
"Saad, Mr. Khalil",Mr,No,Third,Male,25,Young Adult,Cherbourg,7.2250,Budget,Unknown,,2672,0,0,Solo,No,,
"Saade, Mr. Jean Nassr",Mr,No,Third,Male,,Unknown,Cherbourg,7.2250,Budget,Unknown,,2676,0,0,Solo,No,,
"Sadlier, Mr. Matthew",Mr,No,Third,Male,,Unknown,Queenstown,7.7292,Budget,Unknown,,367655,0,0,Solo,No,,
"Sadowitz, Mr. Harry",Mr,No,Third,Male,,Unknown,Southampton,7.5750,Budget,Unknown,,LP 1588,0,0,Solo,No,,
"Saether, Mr. Simon Sivertsen",Mr,No,Third,Male,38.5,Middle Aged,Southampton,7.2500,Budget,Unknown,,SOTON/O.Q. 3101262,0,0,Solo,No,,
"Sage, Master. Thomas Henry",Master,No,Third,Male,,Unknown,Southampton,69.5500,Premium,Unknown,,CA. 2343,8,2,Large Family,No,,
"Sage, Master. William Henry",Master,No,Third,Male,14.5,Teen,Southampton,69.5500,Premium,Unknown,,CA. 2343,8,2,Large Family,No,,
"Sage, Miss. Ada",Miss,No,Third,Female,,Unknown,Southampton,69.5500,Premium,Unknown,,CA. 2343,8,2,Large Family,No,,
"Sage, Miss. Constance Gladys",Miss,No,Third,Female,,Unknown,Southampton,69.5500,Premium,Unknown,,CA. 2343,8,2,Large Family,No,,
"Sage, Miss. Dorothy Edith ""Dolly""",Miss,No,Third,Female,,Unknown,Southampton,69.5500,Premium,Unknown,,CA. 2343,8,2,Large Family,No,,
"Sage, Miss. Stella Anna",Miss,No,Third,Female,,Unknown,Southampton,69.5500,Premium,Unknown,,CA. 2343,8,2,Large Family,No,,
"Sage, Mr. Douglas Bullen",Mr,No,Third,Male,,Unknown,Southampton,69.5500,Premium,Unknown,,CA. 2343,8,2,Large Family,No,,
"Sage, Mr. Frederick",Mr,No,Third,Male,,Unknown,Southampton,69.5500,Premium,Unknown,,CA. 2343,8,2,Large Family,No,,
"Sage, Mr. George John Jr",Mr,No,Third,Male,,Unknown,Southampton,69.5500,Premium,Unknown,,CA. 2343,8,2,Large Family,No,,
"Sage, Mr. John George",Mr,No,Third,Male,,Unknown,Southampton,69.5500,Premium,Unknown,,CA. 2343,1,9,Large Family,No,,
"Sage, Mrs. John (Annie Bullen)",Mrs,No,Third,Female,,Unknown,Southampton,69.5500,Premium,Unknown,,CA. 2343,1,9,Large Family,No,,
"Salander, Mr. Karl Johan",Mr,No,Third,Male,24,Young Adult,Southampton,9.3250,Budget,Unknown,,7266,0,0,Solo,No,,
"Salkjelsvik, Miss. Anna Kristine",Miss,Yes,Third,Female,21,Young Adult,Southampton,7.6500,Budget,Unknown,,343120,0,0,Solo,Yes,C,
"Salonen, Mr. Johan Werner",Mr,No,Third,Male,39,Middle Aged,Southampton,7.9250,Budget,Unknown,,3101296,0,0,Solo,No,,
"Samaan, Mr. Elias",Mr,No,Third,Male,,Unknown,Cherbourg,21.6792,Standard,Unknown,,2662,2,0,Small Family,No,,
"Samaan, Mr. Hanna",Mr,No,Third,Male,,Unknown,Cherbourg,21.6792,Standard,Unknown,,2662,2,0,Small Family,No,,
"Samaan, Mr. Youssef",Mr,No,Third,Male,,Unknown,Cherbourg,21.6792,Standard,Unknown,,2662,2,0,Small Family,No,,
"Sandstrom, Miss. Beatrice Irene",Miss,Yes,Third,Female,1,Child,Southampton,16.7000,Standard,G,G6,PP 9549,1,1,Small Family,Yes,13,
"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",Mrs,Yes,Third,Female,24,Young Adult,Southampton,16.7000,Standard,G,G6,PP 9549,0,2,Small Family,Yes,13,
"Sandstrom, Miss. Marguerite Rut",Miss,Yes,Third,Female,4,Child,Southampton,16.7000,Standard,G,G6,PP 9549,1,1,Small Family,Yes,13,
"Sap, Mr. Julius",Mr,Yes,Third,Male,25,Young Adult,Southampton,9.5000,Budget,Unknown,,345768,0,0,Solo,Yes,11,
"Saundercock, Mr. William Henry",Mr,No,Third,Male,20,Young Adult,Southampton,8.0500,Budget,Unknown,,A/5. 2151,0,0,Solo,No,,
"Sawyer, Mr. Frederick Charles",Mr,No,Third,Male,24.5,Young Adult,Southampton,8.0500,Budget,Unknown,,342826,0,0,Solo,No,,
"Scanlan, Mr. James",Mr,No,Third,Male,,Unknown,Queenstown,7.7250,Budget,Unknown,,36209,0,0,Solo,No,,
"Sdycoff, Mr. Todor",Mr,No,Third,Male,,Unknown,Southampton,7.8958,Budget,Unknown,,349222,0,0,Solo,No,,
"Shaughnessy, Mr. Patrick",Mr,No,Third,Male,,Unknown,Queenstown,7.7500,Budget,Unknown,,370374,0,0,Solo,No,,
"Sheerlinck, Mr. Jan Baptist",Mr,Yes,Third,Male,29,Young Adult,Southampton,9.5000,Budget,Unknown,,345779,0,0,Solo,Yes,11,
"Shellard, Mr. Frederick William",Mr,No,Third,Male,,Unknown,Southampton,15.1000,Standard,Unknown,,C.A. 6212,0,0,Solo,No,,
"Shine, Miss. Ellen Natalia",Miss,Yes,Third,Female,,Unknown,Queenstown,7.7792,Budget,Unknown,,330968,0,0,Solo,No,,
"Shorney, Mr. Charles Joseph",Mr,No,Third,Male,,Unknown,Southampton,8.0500,Budget,Unknown,,374910,0,0,Solo,No,,
"Simmons, Mr. John",Mr,No,Third,Male,,Unknown,Southampton,8.0500,Budget,Unknown,,SOTON/OQ 392082,0,0,Solo,No,,
"Sirayanian, Mr. Orsen",Mr,No,Third,Male,22,Young Adult,Cherbourg,7.2292,Budget,Unknown,,2669,0,0,Solo,No,,
"Sirota, Mr. Maurice",Mr,No,Third,Male,,Unknown,Southampton,8.0500,Budget,Unknown,,392092,0,0,Solo,No,,
"Sivic, Mr. Husein",Mr,No,Third,Male,40,Middle Aged,Southampton,7.8958,Budget,Unknown,,349251,0,0,Solo,No,,
"Sivola, Mr. Antti Wilhelm",Mr,No,Third,Male,21,Young Adult,Southampton,7.9250,Budget,Unknown,,STON/O 2. 3101280,0,0,Solo,No,,
"Sjoblom, Miss. Anna Sofia",Miss,Yes,Third,Female,18,Teen,Southampton,7.4958,Budget,Unknown,,3101265,0,0,Solo,Yes,16,
"Skoog, Master. Harald",Master,No,Third,Male,4,Child,Southampton,27.9000,Standard,Unknown,,347088,3,2,Large Family,No,,
"Skoog, Master. Karl Thorsten",Master,No,Third,Male,10,Child,Southampton,27.9000,Standard,Unknown,,347088,3,2,Large Family,No,,
"Skoog, Miss. Mabel",Miss,No,Third,Female,9,Child,Southampton,27.9000,Standard,Unknown,,347088,3,2,Large Family,No,,
"Skoog, Miss. Margit Elizabeth",Miss,No,Third,Female,2,Child,Southampton,27.9000,Standard,Unknown,,347088,3,2,Large Family,No,,
"Skoog, Mr. Wilhelm",Mr,No,Third,Male,40,Middle Aged,Southampton,27.9000,Standard,Unknown,,347088,1,4,Large Family,No,,
"Skoog, Mrs. William (Anna Bernhardina Karlsson)",Mrs,No,Third,Female,45,Middle Aged,Southampton,27.9000,Standard,Unknown,,347088,1,4,Large Family,No,,
"Slabenoff, Mr. Petco",Mr,No,Third,Male,,Unknown,Southampton,7.8958,Budget,Unknown,,349214,0,0,Solo,No,,
"Slocovski, Mr. Selman Francis",Mr,No,Third,Male,,Unknown,Southampton,8.0500,Budget,Unknown,,SOTON/OQ 392086,0,0,Solo,No,,
"Smiljanic, Mr. Mile",Mr,No,Third,Male,,Unknown,Southampton,8.6625,Budget,Unknown,,315037,0,0,Solo,No,,
"Smith, Mr. Thomas",Mr,No,Third,Male,,Unknown,Queenstown,7.7500,Budget,Unknown,,384461,0,0,Solo,No,,
"Smyth, Miss. Julia",Miss,Yes,Third,Female,,Unknown,Queenstown,7.7333,Budget,Unknown,,335432,0,0,Solo,Yes,13,
"Soholt, Mr. Peter Andreas Lauritz Andersen",Mr,No,Third,Male,19,Teen,Southampton,7.6500,Budget,F,F G73,348124,0,0,Solo,No,,
"Somerton, Mr. Francis William",Mr,No,Third,Male,30,Young Adult,Southampton,8.0500,Budget,Unknown,,A.5. 18509,0,0,Solo,No,,
"Spector, Mr. Woolf",Mr,No,Third,Male,,Unknown,Southampton,8.0500,Budget,Unknown,,A.5. 3236,0,0,Solo,No,,
"Spinner, Mr. Henry John",Mr,No,Third,Male,32,Young Adult,Southampton,8.0500,Budget,Unknown,,STON/OQ. 369943,0,0,Solo,No,,
"Staneff, Mr. Ivan",Mr,No,Third,Male,,Unknown,Southampton,7.8958,Budget,Unknown,,349208,0,0,Solo,No,,
"Stankovic, Mr. Ivan",Mr,No,Third,Male,33,Young Adult,Cherbourg,8.6625,Budget,Unknown,,349239,0,0,Solo,No,,
"Stanley, Miss. Amy Zillah Elsie",Miss,Yes,Third,Female,23,Young Adult,Southampton,7.5500,Budget,Unknown,,CA. 2314,0,0,Solo,Yes,C,
"Stanley, Mr. Edward Roland",Mr,No,Third,Male,21,Young Adult,Southampton,8.0500,Budget,Unknown,,A/4 45380,0,0,Solo,No,,
"Storey, Mr. Thomas",Mr,No,Third,Male,60.5,Senior,Southampton,,,Unknown,,3701,0,0,Solo,No,,
"Stoytcheff, Mr. Ilia",Mr,No,Third,Male,19,Teen,Southampton,7.8958,Budget,Unknown,,349205,0,0,Solo,No,,
"Strandberg, Miss. Ida Sofia",Miss,No,Third,Female,22,Young Adult,Southampton,9.8375,Budget,Unknown,,7553,0,0,Solo,No,,
"Stranden, Mr. Juho",Mr,Yes,Third,Male,31,Young Adult,Southampton,7.9250,Budget,Unknown,,STON/O 2. 3101288,0,0,Solo,Yes,9,
"Strilic, Mr. Ivan",Mr,No,Third,Male,27,Young Adult,Southampton,8.6625,Budget,Unknown,,315083,0,0,Solo,No,,
"Strom, Miss. Telma Matilda",Miss,No,Third,Female,2,Child,Southampton,10.4625,Standard,G,G6,347054,0,1,Small Family,No,,
"Strom, Mrs. Wilhelm (Elna Matilda Persson)",Mrs,No,Third,Female,29,Young Adult,Southampton,10.4625,Standard,G,G6,347054,1,1,Small Family,No,,
"Sunderland, Mr. Victor Francis",Mr,Yes,Third,Male,16,Teen,Southampton,8.0500,Budget,Unknown,,SOTON/OQ 392089,0,0,Solo,Yes,B,
"Sundman, Mr. Johan Julian",Mr,Yes,Third,Male,44,Middle Aged,Southampton,7.9250,Budget,Unknown,,STON/O 2. 3101269,0,0,Solo,Yes,15,
"Sutehall, Mr. Henry Jr",Mr,No,Third,Male,25,Young Adult,Southampton,7.0500,Budget,Unknown,,SOTON/OQ 392076,0,0,Solo,No,,
"Svensson, Mr. Johan",Mr,No,Third,Male,74,Senior,Southampton,7.7750,Budget,Unknown,,347060,0,0,Solo,No,,
"Svensson, Mr. Johan Cervin",Mr,Yes,Third,Male,14,Teen,Southampton,9.2250,Budget,Unknown,,7538,0,0,Solo,Yes,13,
"Svensson, Mr. Olof",Mr,No,Third,Male,24,Young Adult,Southampton,7.7958,Budget,Unknown,,350035,0,0,Solo,No,,
"Tenglin, Mr. Gunnar Isidor",Mr,Yes,Third,Male,25,Young Adult,Southampton,7.7958,Budget,Unknown,,350033,0,0,Solo,Yes,13 15,
"Theobald, Mr. Thomas Leonard",Mr,No,Third,Male,34,Young Adult,Southampton,8.0500,Budget,Unknown,,363294,0,0,Solo,No,,
"Thomas, Master. Assad Alexander",Master,Yes,Third,Male,0.42,Child,Cherbourg,8.5167,Budget,Unknown,,2625,0,1,Small Family,Yes,16,
"Thomas, Mr. Charles P",Mr,No,Third,Male,,Unknown,Cherbourg,6.4375,Budget,Unknown,,2621,1,0,Small Family,No,,
"Thomas, Mr. John",Mr,No,Third,Male,,Unknown,Cherbourg,6.4375,Budget,Unknown,,2681,0,0,Solo,No,,
"Thomas, Mr. Tannous",Mr,No,Third,Male,,Unknown,Cherbourg,7.2250,Budget,Unknown,,2684,0,0,Solo,No,,
"Thomas, Mrs. Alexander (Thamine ""Thelma"")",Mrs,Yes,Third,Female,16,Teen,Cherbourg,8.5167,Budget,Unknown,,2625,1,1,Small Family,Yes,14,
"Thomson, Mr. Alexander Morrison",Mr,No,Third,Male,,Unknown,Southampton,8.0500,Budget,Unknown,,32302,0,0,Solo,No,,
"Thorneycroft, Mr. Percival",Mr,No,Third,Male,,Unknown,Southampton,16.1000,Standard,Unknown,,376564,1,0,Small Family,No,,
"Thorneycroft, Mrs. Percival (Florence Kate White)",Mrs,Yes,Third,Female,,Unknown,Southampton,16.1000,Standard,Unknown,,376564,1,0,Small Family,Yes,10,
"Tikkanen, Mr. Juho",Mr,No,Third,Male,32,Young Adult,Southampton,7.9250,Budget,Unknown,,STON/O 2. 3101293,0,0,Solo,No,,
"Tobin, Mr. Roger",Mr,No,Third,Male,,Unknown,Queenstown,7.7500,Budget,F,F38,383121,0,0,Solo,No,,
"Todoroff, Mr. Lalio",Mr,No,Third,Male,,Unknown,Southampton,7.8958,Budget,Unknown,,349216,0,0,Solo,No,,
"Tomlin, Mr. Ernest Portage",Mr,No,Third,Male,30.5,Young Adult,Southampton,8.0500,Budget,Unknown,,364499,0,0,Solo,No,,
"Torber, Mr. Ernst William",Mr,No,Third,Male,44,Middle Aged,Southampton,8.0500,Budget,Unknown,,364511,0,0,Solo,No,,
"Torfa, Mr. Assad",Mr,No,Third,Male,,Unknown,Cherbourg,7.2292,Budget,Unknown,,2673,0,0,Solo,No,,
"Tornquist, Mr. William Henry",Mr,Yes,Third,Male,25,Young Adult,Southampton,0.0000,Budget,Unknown,,LINE,0,0,Solo,Yes,15,
"Toufik, Mr. Nakli",Mr,No,Third,Male,,Unknown,Cherbourg,7.2292,Budget,Unknown,,2641,0,0,Solo,No,,
"Touma, Master. Georges Youssef",Master,Yes,Third,Male,7,Child,Cherbourg,15.2458,Standard,Unknown,,2650,1,1,Small Family,Yes,C,
"Touma, Miss. Maria Youssef",Miss,Yes,Third,Female,9,Child,Cherbourg,15.2458,Standard,Unknown,,2650,1,1,Small Family,Yes,C,
"Touma, Mrs. Darwis (Hanne Youssef Razi)",Mrs,Yes,Third,Female,29,Young Adult,Cherbourg,15.2458,Standard,Unknown,,2650,0,2,Small Family,Yes,C,
"Turcin, Mr. Stjepan",Mr,No,Third,Male,36,Middle Aged,Southampton,7.8958,Budget,Unknown,,349247,0,0,Solo,No,,
"Turja, Miss. Anna Sofia",Miss,Yes,Third,Female,18,Teen,Southampton,9.8417,Budget,Unknown,,4138,0,0,Solo,Yes,15,
"Turkula, Mrs. (Hedwig)",Mrs,Yes,Third,Female,63,Senior,Southampton,9.5875,Budget,Unknown,,4134,0,0,Solo,Yes,15,
"van Billiard, Master. James William",Master,No,Third,Male,,Unknown,Southampton,14.5000,Standard,Unknown,,A/5. 851,1,1,Small Family,No,,
"van Billiard, Master. Walter John",Master,No,Third,Male,11.5,Child,Southampton,14.5000,Standard,Unknown,,A/5. 851,1,1,Small Family,No,,
"van Billiard, Mr. Austin Blyler",Mr,No,Third,Male,40.5,Middle Aged,Southampton,14.5000,Standard,Unknown,,A/5. 851,0,2,Small Family,No,,
"Van Impe, Miss. Catharina",Miss,No,Third,Female,10,Child,Southampton,24.1500,Standard,Unknown,,345773,0,2,Small Family,No,,
"Van Impe, Mr. Jean Baptiste",Mr,No,Third,Male,36,Middle Aged,Southampton,24.1500,Standard,Unknown,,345773,1,1,Small Family,No,,
"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",Mrs,No,Third,Female,30,Young Adult,Southampton,24.1500,Standard,Unknown,,345773,1,1,Small Family,No,,
"van Melkebeke, Mr. Philemon",Mr,No,Third,Male,,Unknown,Southampton,9.5000,Budget,Unknown,,345777,0,0,Solo,No,,
"Vande Velde, Mr. Johannes Joseph",Mr,No,Third,Male,33,Young Adult,Southampton,9.5000,Budget,Unknown,,345780,0,0,Solo,No,,
"Vande Walle, Mr. Nestor Cyriel",Mr,No,Third,Male,28,Young Adult,Southampton,9.5000,Budget,Unknown,,345770,0,0,Solo,No,,
"Vanden Steen, Mr. Leo Peter",Mr,No,Third,Male,28,Young Adult,Southampton,9.5000,Budget,Unknown,,345783,0,0,Solo,No,,
"Vander Cruyssen, Mr. Victor",Mr,No,Third,Male,47,Middle Aged,Southampton,9.0000,Budget,Unknown,,345765,0,0,Solo,No,,
"Vander Planke, Miss. Augusta Maria",Miss,No,Third,Female,18,Teen,Southampton,18.0000,Standard,Unknown,,345764,2,0,Small Family,No,,
"Vander Planke, Mr. Julius",Mr,No,Third,Male,31,Young Adult,Southampton,18.0000,Standard,Unknown,,345763,3,0,Small Family,No,,
"Vander Planke, Mr. Leo Edmondus",Mr,No,Third,Male,16,Teen,Southampton,18.0000,Standard,Unknown,,345764,2,0,Small Family,No,,
"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",Mrs,No,Third,Female,31,Young Adult,Southampton,18.0000,Standard,Unknown,,345763,1,0,Small Family,No,,
"Vartanian, Mr. David",Mr,Yes,Third,Male,22,Young Adult,Cherbourg,7.2250,Budget,Unknown,,2658,0,0,Solo,Yes,13 15,
"Vendel, Mr. Olof Edvin",Mr,No,Third,Male,20,Young Adult,Southampton,7.8542,Budget,Unknown,,350416,0,0,Solo,No,,
"Vestrom, Miss. Hulda Amanda Adolfina",Miss,No,Third,Female,14,Teen,Southampton,7.8542,Budget,Unknown,,350406,0,0,Solo,No,,
"Vovk, Mr. Janko",Mr,No,Third,Male,22,Young Adult,Southampton,7.8958,Budget,Unknown,,349252,0,0,Solo,No,,
"Waelens, Mr. Achille",Mr,No,Third,Male,22,Young Adult,Southampton,9.0000,Budget,Unknown,,345767,0,0,Solo,No,,"Antwerp, Belgium / Stanton, OH"
"Ware, Mr. Frederick",Mr,No,Third,Male,,Unknown,Southampton,8.0500,Budget,Unknown,,359309,0,0,Solo,No,,
"Warren, Mr. Charles William",Mr,No,Third,Male,,Unknown,Southampton,7.5500,Budget,Unknown,,C.A. 49867,0,0,Solo,No,,
"Webber, Mr. James",Mr,No,Third,Male,,Unknown,Southampton,8.0500,Budget,Unknown,,SOTON/OQ 3101316,0,0,Solo,No,,
"Wenzel, Mr. Linhart",Mr,No,Third,Male,32.5,Young Adult,Southampton,9.5000,Budget,Unknown,,345775,0,0,Solo,No,,
"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)",Mrs,Yes,Third,Female,38,Middle Aged,Cherbourg,7.2292,Budget,Unknown,,2688,0,0,Solo,Yes,C,
"Widegren, Mr. Carl/Charles Peter",Mr,No,Third,Male,51,Middle Aged,Southampton,7.7500,Budget,Unknown,,347064,0,0,Solo,No,,
"Wiklund, Mr. Jakob Alfred",Mr,No,Third,Male,18,Teen,Southampton,6.4958,Budget,Unknown,,3101267,1,0,Small Family,No,,
"Wiklund, Mr. Karl Johan",Mr,No,Third,Male,21,Young Adult,Southampton,6.4958,Budget,Unknown,,3101266,1,0,Small Family,No,,
"Wilkes, Mrs. James (Ellen Needs)",Mrs,Yes,Third,Female,47,Middle Aged,Southampton,7.0000,Budget,Unknown,,363272,1,0,Small Family,No,,
"Willer, Mr. Aaron (""Abi Weller"")",Mr,No,Third,Male,,Unknown,Southampton,8.7125,Budget,Unknown,,3410,0,0,Solo,No,,
"Willey, Mr. Edward",Mr,No,Third,Male,,Unknown,Southampton,7.5500,Budget,Unknown,,S.O./P.P. 751,0,0,Solo,No,,
"Williams, Mr. Howard Hugh ""Harry""",Mr,No,Third,Male,,Unknown,Southampton,8.0500,Budget,Unknown,,A/5 2466,0,0,Solo,No,,
"Williams, Mr. Leslie",Mr,No,Third,Male,28.5,Young Adult,Southampton,16.1000,Standard,Unknown,,54636,0,0,Solo,No,,
"Windelov, Mr. Einar",Mr,No,Third,Male,21,Young Adult,Southampton,7.2500,Budget,Unknown,,SOTON/OQ 3101317,0,0,Solo,No,,
"Wirz, Mr. Albert",Mr,No,Third,Male,27,Young Adult,Southampton,8.6625,Budget,Unknown,,315154,0,0,Solo,No,,
"Wiseman, Mr. Phillippe",Mr,No,Third,Male,,Unknown,Southampton,7.2500,Budget,Unknown,,A/4. 34244,0,0,Solo,No,,
"Wittevrongel, Mr. Camille",Mr,No,Third,Male,36,Middle Aged,Southampton,9.5000,Budget,Unknown,,345771,0,0,Solo,No,,
"Yasbeck, Mr. Antoni",Mr,No,Third,Male,27,Young Adult,Cherbourg,14.4542,Standard,Unknown,,2659,1,0,Small Family,Yes,C,
"Yasbeck, Mrs. Antoni (Selini Alexander)",Mrs,Yes,Third,Female,15,Teen,Cherbourg,14.4542,Standard,Unknown,,2659,1,0,Small Family,No,,
"Youseff, Mr. Gerious",Mr,No,Third,Male,45.5,Middle Aged,Cherbourg,7.2250,Budget,Unknown,,2628,0,0,Solo,No,,
"Yousif, Mr. Wazli",Mr,No,Third,Male,,Unknown,Cherbourg,7.2250,Budget,Unknown,,2647,0,0,Solo,No,,
"Yousseff, Mr. Gerious",Mr,No,Third,Male,,Unknown,Cherbourg,14.4583,Standard,Unknown,,2627,0,0,Solo,No,,
"Zabour, Miss. Hileni",Miss,No,Third,Female,14.5,Teen,Cherbourg,14.4542,Standard,Unknown,,2665,1,0,Small Family,No,,
"Zabour, Miss. Thamine",Miss,No,Third,Female,,Unknown,Cherbourg,14.4542,Standard,Unknown,,2665,1,0,Small Family,No,,
"Zakarian, Mr. Mapriededer",Mr,No,Third,Male,26.5,Young Adult,Cherbourg,7.2250,Budget,Unknown,,2656,0,0,Solo,No,,
"Zakarian, Mr. Ortin",Mr,No,Third,Male,27,Young Adult,Cherbourg,7.2250,Budget,Unknown,,2670,0,0,Solo,No,,
"Zimmerman, Mr. Leo",Mr,No,Third,Male,29,Young Adult,Southampton,7.8750,Budget,Unknown,,315082,0,0,Solo,No,,
